user,produk,review
S***h,,produk ok  udah beberapa kali beli  tapi pengiriman kali ini agak lama.  udah beberapa kali beli  tapi pengiriman kali ini agak lama.
K***l,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,beli lagi masi ada anak batuk mau tidur dan pagi..
P***h,,bagiku sambalnya pedes  jadi makannya mesti dikit2 biar ga kepedesan tapi enak kok  jadi makannya mesti dikit2 biar ga kepedesan tapi enak kok
B***i,,Untuk pesanan sampe dengan cepat  namun isi nya merembes keluar dari botol.   namun isi nya merembes keluar dari botol.
fitri,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Pengiriman cepat  produk aman  produk aman
N***a,,safety bangett awalnya takut bocor soalnya basah di luar karena kemasan juga kaca waktu udah di lap ternyata gak bocor.
T***i,Sari Asam Jawa by Rahsa Nusantara,Rasa sari asemnya mantep !
Rikha,,pesanan sampai dengan selamat tidak tumpah  bubble tebal.. sayang bonusnya yg kecil pecah :( mgkn krn botol kacanya lebih tipis.  bubble tebal.. sayang bonusnya yg kecil pecah :( mgkn krn botol kacanya lebih tipis.
Benedikta,,pembelian ke3  terima kasih dapat sample gula aren ðŸ™‚  terima kasih dapat sample gula aren ðŸ™‚
M***a,,packing aman sekali  diterima dengan baik. belum dicoba semua  tapi bumbu putihnya enak!  diterima dengan baik. belum dicoba semua  tapi bumbu putihnya enak!
Paramitha,,Baru pertama kali beli produk rahsa nusantara dan suka banget sama produknya  dikasih sample yang sapujagad jadi pengen beli full size nya  dikasih sample yang sapujagad jadi pengen beli full size nya
V***a,,Kualitas produk sangat baik  Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.
Novelita,,sudah pembelian yg kesekian kalinya krn cocok untuk anak-anak. packaging selalu aman.
Y***i,,Ramah banget seller nya ðŸ‘ðŸ‘ðŸ‘ðŸ‘
Ainun,[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek,benar2 membuat dahak anak saya keluar  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang
Victor,,Teksturnya pas ga terlalu kental  rasa balance.  rasa balance.  rasa balance.
S***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Udah sampe cepet banget 1 hr sampe begitu diminum enak banget  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.
D***a,Sukhaloka by Rahsa Nusantara,beli 2 sukhaloka fan 1 sapujagad. berat real 0  65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...   65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...   65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...
NIMAS,,Maaf kalo kasi nya bintang 3  productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...
Medina,,mengecewakan sekali  jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....   jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....   jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....
Ulyn,,Rasanya sungguh plain  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.
A***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Pesan minggu  baru diproses selasa. Dah keburu sembuh flu batuknya.  baru diproses selasa. Dah keburu sembuh flu batuknya.  baru diproses selasa. Dah keburu sembuh flu batuknya.
S***s,,produk berkualitas  ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...
y***i,,adminnya ramah  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.
C***l,,pertama kali nyoba  semoga sesua ekspetasi  respon penjual bagus  packaging aman  semoga sesua ekspetasi  respon penjual bagus  packaging aman  semoga sesua ekspetasi  respon penjual bagus  packaging aman
C***l,,penjual responsif  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak
Sulistio,,barang sesuai dengan pesanan   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel
E***i,Sari Kunyit Asam by Rahsa Nusantara,layanan cepat  packing rapih...  packing rapih...  packing rapih...
H***u,,cepat di proses tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan. tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan. tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan.
Iva,,pengiriman cepat. seller responsif. saran saya  mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...
I***y,,sudah langganan lebih dari setahun. sayang sekali  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp
Hanifa,,selalu cocok sama produk2nya rahsa...hanya saja sangat disayangkan tokonya libur di hari sabtu dan minngu...jadi pesan di hari sabtu pagi  baru dikirim di hari senin  baru dikirim di hari senin  baru dikirim di hari senin
M***o,,Barang cepat datang  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!
Dhyan,Sari Serai Telang by Rahsa Nusantara,Pelayanan seller nya seh memuaskan. Cm kurir si cepat ngirimnya lama. Ga sesuai dgn namanya.
E***k,,Barang diterima dalam kondisi masih tersegel. Hanya saja tutup botolnya sedikit penyok. Packingnya padahal aman karena buble wrapnya tebal. Entah penyoknya ktn ekspedisi...
S***o,,seller komunikatif  packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.
Margareth,,seller kirimnya on time  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS
C***l,,pengemasan aman  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh
Cili,,sehari nyampe trus dapet bonus pula. makasiiih
P***o,,thanks udah dikasih bonus lemon
Ryan,,dikasih bonus dongg. thank you Rahsa! bakal repurchase sih ini
ami,,dapet bonus dari seller. makasih banyak!
V***a,,Kualitas produk sangat baik  Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.
Y***i,,Trima kasih seller utk bonus nya yg imut botol tapi besaaarrr manfaatnya  sukkkaaak banget ama semua product di toko ini   sukkkaaak banget ama semua product di toko ini   sukkkaaak banget ama semua product di toko ini
