,user,produk,review,review_processed,polarity_score,polarity
157,Antika,,Bagus banget kemasannya. Terima kasih bonusnya  jahe dan kunyit.,"bagus,kemas,terima,kasih,bonus,jahe,kunyit",3,positive
158,A***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Pesan minggu  baru diproses selasa. Dah keburu sembuh flu batuknya.,"pesan,proses,deh,keburu,sembuh,flu,batuk",0,neutral
159,Sovan,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Repeat order yang kesekian kali,"repeat,order",0,neutral
160,Amalia,,keluarga RahsaNusantara,"keluarga,rahsanusantara",0,neutral
161,Amalia,,keluarga RashaNusantaraðŸ¤,"keluarga,rashanusantara",0,neutral
162,Maria,,Seneng bangettt.. beli 3 bonusnya 2ðŸ˜ðŸ˜,"neng,banget,beli,bonus",1,positive
163,Herna,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Order tiap bulan. Khasiat sgt ok. Shipping cepat. Seller responsive,"order,khasiat,sangat,ok,shipping,cepat,seller,responsive",3,positive
164,Dhita,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,pembelian yang kedua kali. sudah coba obat flu macem-macem tapi kambuh lagi  akhirnya coba ini dan berhasil sembuh.. kali ini beli untuk jaga2  jadi salah satu P3K di rum...,"beli,coba,obat,flu,macam,macam,kambuh,coba,hasil,sembuh,beli,jaga2,salah,p3k,rum",1,positive
165,Dhita,Mini Size Sapujagad Anak by Rahsa Nusantara,pembelian kedua kali. anak-anak suka dengan rasanya dan ampuh untuk mereka. terima kasih rahsa â¤ï¸,"beli,anak,anak,suka,ampuh,terima,kasih,rahsa",3,positive
166,I***a,,enak  segar,"enak,segar",1,positive
167,Rudy,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,okesip,okesip,1,positive
168,M***a,,enak rasanya,enak,1,positive
169,d***e,,rasanya Joss seger bangetðŸ˜‹ðŸ˜‹ðŸ‘ðŸ‘ðŸ‘,"joss,segar",0,neutral
170,Sulis,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,top pengiriman dan packing botol kaca tp super aman sampai dengan selamat. dikasih bonus kunyit asam enak,"top,kirim,packing,botol,kaca,tapi,super,aman,selamat,kasih,bonus,kunyit,asam,enak",4,positive
171,Hanamoon,,yuk cobain ini bagus buat anakÂ²,"yuk,mencoba,bagus,anak",0,neutral
172,Hanamoon,,aku langganan. yuk cobain banyak manfaatnya,"langgan,yuk,mencoba,manfaat",2,positive
173,A***g,,Sayangnya cuma di limit 1 per pembelian  padahal ongkirnya lumayan mahal ðŸ¥²,"sayang,limit,beli,ongkirnya,lumayan,mahal",1,positive
174,Nur,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Sudah langganan. Alhamdulillah cocok buat anak saya. Dari bahan alami   jadi aman insyaAllah ðŸ˜Š,"langgan,cocok,anak,bahan,alami,aman",3,positive
175,S***e,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Baru dicoba Kurang berasa asamnya Cenderung rasa manis dan kunyit saja..  asamnya ga berasa.,"coba,asa,asam,cenderung,manis,kunyit,asam,enggak,asa",3,positive
176,Sovan,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Repeat order buat persediaan di rumah.,"repeat,order,sedia,rumah",0,neutral
177,Sovan,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Rasanya enak  anak-anak suka dan berkhasiat,"enak,anak,anak,suka,khasiat",3,positive
178,Tirani,,Alhamdulillah  orderannya sampai dengan cepat dan aman  terima kasih juga utk bonus sapujagadnya  semoga semuanya cocok  aamiin,"order,cepat,aman,terima,kasih,untuk,bonus,sapujagadnya,moga,cocok,amin",6,positive
179,Urph,,Sesuai deskripsi dan pesanan,"sesuai,deskripsi,pesan",1,positive
180,Wintria,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Kesayangan dari tahun 2019â¤ï¸,sayang,1,positive
181,Wintria,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,Kesayangan dari tahun 2019â¤ï¸,sayang,1,positive
182,Muhammad,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,pengiriman cepat  packing luarbiaza aman  dpt bonus lg....bakal jd langganan tetap,"kirim,cepat,packing,luarbiaza,aman,dapat,bonus,lagi,jadi,langgan",4,positive
183,Riki,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,manteb,mantap,1,positive
184,Ulfa,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,makasih seller... sampai dengan cepet ...,"seller,cepat",1,positive
185,Ashley,Paket Jumat Sehat By Rahsa Nusantara,lebaran2 ttp sigap kirim sehari sampe larasjagadnya enak asem  makasi juga dah dibonusin sapujagad nanti ak update ya picnya,"lebaran2,tetap,sigap,kirim,sampai,larasjagadnya,enaku,asem,makuas,deh,dibonusin,sapujagad,aku,update,picnya",2,positive
186,Ashley,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,ternyata rasanya enak kaya ubi gitu ga langu wortel. anakku suka thanks,"nyata,enak,kayak,ubi,enggak,langu,wortel,anak,suka,thanks",3,positive
187,Ashley,,penolong aku masak,"tolong,masak",0,neutral
188,Evy,,saya sangat terbantu dengan ramuan sari jahe merah ini. ketika menjalani i'tikaf  terkena flu.. kerongkongan terasa kering dan sakit. ramuan ini membantu saya menjala...,"bantu,ramu,sari,jahe,merah,jalan,i,tikaf,kena,flu,kerongkongan,asa,kering,sakit,ramu,bantu,jala",1,positive
189,D***k,,Mantap sudah sampai,mantap,1,positive
190,D***k,[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek,Mantap sudah sampai,mantap,1,positive
191,S***o,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,terimakasih..barang sudah sampai sesuai harapan..semoga cocok untuk anak dan lekas sembuh serta sehat... Aamiin..terimakasih untuk fast respon nya Ka' Seller ðŸ™,"terimakaksih,barang,sesuai,harap,moga,cocok,anak,lekaks,sembuh,sehat,amin,terimakaksih,fast,respon,kak,seller",5,positive
192,m***a,,Sudah kesekian kali beli disini  packing selalu aman dan ramah lingkungan. Kali ini dapat bonus hihi.. thank u seller ðŸ™,"beli,packing,aman,ramah,lingklung,bonlus,hihi,thank,lu,seller",2,positive
193,s***n,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,sdh 2x beli produk ini krn cocok  anak sy usia 3 thn saat flu minum ini 2-3x sembuh gk tambah obat2. Memang expired date nya gk bisa lama jg  krn herbal. Beli di official...,"sdhx,beli,produk,karena,cocok,anak,saya,usia,tahun,flu,minum,inix,sembuh,enggak,obat2,expired,date,enggak,juga,karena,herbal,beli,official",2,positive
194,Inge,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,terimakasih! selaku cocok dengan Sukhaloka. kali ini dapat gift Sapu Jagat pula. thanks banget.,"terimakasih,cocok,sukhaloka,gift,sapu,jagat,thanks",2,positive
195,zupitasari,,kali kesekian beli dan beliii  udh ga perlu diraguin lg khasiatnyaaa,"beli,beli,sudah,enggak,diraguin,lagi,khasiatnyaaa",1,positive
196,Lussia,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,sesui pesanan. thanks seller,"sesui,pesan,thanks,seller",1,positive
197,Jenny,,Selalu enak. Suka,"enak,suka",2,positive
198,Fransisca,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,bagus pengiriman cepat,"bagus,kirim,cepat",1,positive
199,Febri,,fast respond  packaging rapih aman  semoga bermanfaat. terimakasii,"fast,respond,packaging,rapi,aman,moga,manfaat,terimakasii",4,positive
200,Febri,,pembelian kedua   packaging super rapih fast respond  produk asli   bermanfaat untuk proses penyembuhan apalagi untuk menjaga stamina  terimakasii,"beli,packaging,super,rapi,fast,respond,produk,asli,manfaat,proses,sembuh,jaga,stamina,terimakasii",5,positive
201,Khesia,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Selalu dikasih bonus! Senang skali belanja di rahsa nusantara,"kasih,bonus,senang,sekali,belanja,rahsa,nusantara",2,positive
202,a***a,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,packing aman  kualitas selalu oke gausah diragukan lagi. dikasih bonus. Ya Ampun ...makasih ya Rahsa...selalu loovee...,"packing,aman,kualitas,enggak,usah,ragu,kasih,bonus,ampun,rahsa,loovee",3,positive
203,a***a,[Bebas Pilih Bundling] Sekarjagad by Rahsa Nusantara - Healthy Glow,packing aman  kualitas selalu oke gausah diragukan lagi. dikasih bonus. Ya Ampun ...makasih ya Rahsa...selalu loovee...,"packing,aman,kualitas,enggak,usah,ragu,kasih,bonus,ampun,rahsa,loovee",3,positive
204,Irmawati,Paket Teman Hari Ramadan 129K Gratis Sadajiwa By Rahsa Nusantara,seller responsif  kecepatan pengiriman sangat baik  pengemasan sangat baik  aman sampe tujuan,"seller,responsif,cepat,kirim,emas,aman,sampai,tuju",2,positive
205,Irmawati,,seller responsif  kecepatan pengiriman sangat baik  pengemasan sangat baik  aman sampe tujuan,"seller,responsif,cepat,kirim,emas,aman,sampai,tuju",2,positive
206,Tika,,cocok botol kesekian.. makasih yaaa,"cocok,botol,ya",1,positive
207,Tika,,cocok. botol kesekian. pengiriman aman alhamdulillah. makasihh,"cocok,botol,kirim,aman,makasihh",2,positive
208,F***a,,bumbu yg mempercepat proses masak bgt dan rasanya pun enaak  bersih dan sehat,"bumbu,cepat,proses,masak,banget,enaak,bersih,sehat",3,positive
209,Muhammad,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,alhamdulillah anak saya suka  semoga cocok bisa mengurangi mata minusnya.. barang cepat sampai  packing rapih.. Terima kasih,"anak,suka,moga,cocok,mata,minus,barang,cepat,packing,rapi,terima,kasih",6,positive
210,e***a,[PAKET HEMAT CERLANG] By Rahsa Nusantara | Kesehatan Mata Anak,Paket diterima dgn aman  tanpa ada yg pecah. Packingnya aman bgt ðŸ‘ðŸ»,"paket,terima,dengan,aman,pecah,packingnya,aman,banget",2,positive
211,L***n,Mini Size Sapujagad Anak by Rahsa Nusantara,Sampai dengan cepat,cepat,1,positive
212,L***n,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Sampai dengan cepat,cepat,1,positive
213,Fikana,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Anak anak suka dan cocok ini botol yg ke dua ðŸ«°ðŸ»,"anak,anak,suka,cocok,botol",2,positive
214,Fikana,,Mertua saya cocok minum ini   sudah botol yg ke 3,"mertua,cocok,minum,botol",1,positive
215,Supriyatno,,Always 5,always,1,positive
216,Supriyatno,,Rasanya bener2 kecombrang asli. enak nya diminum dingin,"benar-benar,kecombrang,asli,enak,minum,dingin",1,positive
217,Rahmawati,,Aromanya enak bgtt  bikin wangi kalau masak.  Terus bikin masak jadi satset  terutama saat sahur. Ga perlu iris2 atau siapin bumbu macem2 ðŸ«¶ðŸ» Terus Rahsa Nusantara ini s...,"aroma,enak,banget,bikin,wangi,masiak,bikin,masiak,siatsiet,utama,siahur,enggak,irisi2,siiapin,bumbu,macam-macam,rahsia,nusiantara,si",1,positive
218,Rheza,,sudah beli kali kedua.. rasa enak...,"beli,enak",1,positive
219,N***a,,Langganan,langgan,1,positive
220,Nabilla,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,Langganan :),langgan,1,positive
221,Putri,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,cpt bgt basi yg ini  beda sm yg alit..belum lama udh berbusa,"cepat,banget,basi,beda,sama,alit,sudah,busa",0,neutral
222,D***i,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,aman bgt packingnya  gak pake buble wrap  semoga cocok baru mau coba  bonus nya banyak juga ( telang dan sda jiwa) terima kasih.,"aman,banget,packingnya,enggak,pakai,buble,wrap,moga,cocok,coba,bonus,telang,sda,jiwa,terima,kasih",5,positive
223,Tika,[Bebas Pilih Bundling] Sapujagad Dewasa by Rahsa Nusantara - Herbal,bundling sapujagad dan sari lemon. duo must have items.. sebagai ikhtiar menjaga ksehatan. suka banget skrg packagingny udh ramah bumi bangett,"bundling,sapujagad,sari,lemon,duo,must,have,items,ikhtiar,jaga,ksehatan,suka,sekarang,packagingny,sudah,ramah,bumi,banget",3,positive
224,H***y,Sari Serai Telang by Rahsa Nusantara - Jamu Sirup Herbal Tradisional,Sesuai pesanan  sesuai deskripsi  berlangganan,"sesuai,pesan,sesuai,deskripsi,langgan",3,positive
225,H***y,,Sesuai pesanan  sesuai deskripsi  rasanya segar,"sesuai,pesan,sesuai,deskripsi,segar",2,positive
226,H***y,,Sesuai pesanan  sesuai deskripsi  berlangganan,"sesuai,pesan,sesuai,deskripsi,langgan",3,positive
227,D***s,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,ok selalu konsisten,"ok,konsisten",1,positive
228,D***s,,ok selalu konsisten,"ok,konsisten",1,positive
229,N***l,Mini Size Sapujagad Anak by Rahsa Nusantara,blm dicoba  semoga anak saya suka,"belum,coba,moga,anak,suka",0,neutral
230,Nurul,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,kata anak saya rasanya pedes. Sendok takarnya jg ga ngerti deh pakainya  dikirim diluar kardus botol dan ga dibungkus apa2 lagi. expired cepat,"anak,pedas,sendok,takar,juengenggakk,engenggakk,mengerti,deh,pakai,kirim,kardus,botol,engenggakk,bungkus,apa-apa,expired,cepat",-2,negative
231,Bahar,,luar biasa,,0,neutral
232,D***i,,paket sampai dgn selamat aman bgt packingnya gak pake bubble wrap keren lebih ramah lingkunganðŸ‘ untuk produknya baru akan di coba  semoga cocok âœ¨ bonusnya bnyk bgt (sada...,"pakait,dengan,selamat,aman,banget,packingnya,enggak,pakai,bubble,wrap,keren,ramah,lingkung,produk,coba,moga,cocok,bonus,banyak,banget,sada",4,positive
233,D***i,Mini Size Sapujagad Anak by Rahsa Nusantara,paket sampai dgn selamat aman bgt packingnya gak pake bubble wrap keren lebih ramah lingkunganðŸ‘ untuk produknya baru akan di coba  semoga cocok âœ¨ bonusnya bnyk bgt (sada...,"pakait,dengan,selamat,aman,banget,packingnya,enggak,pakai,bubble,wrap,keren,ramah,lingkung,produk,coba,moga,cocok,bonus,banyak,banget,sada",4,positive
234,Irsyad,,Beli pagi  malem sampai  baguus ðŸ‘,"beli,pagi,malam,baguus",1,positive
235,alqrzgold,,paket sampe aman  ga dapet sendok yah yg mini size nya?? moga aja anak aku suka dan cocok ya bs langganan klo cocok,"paket,sampai,aman,enggak,dapat,sendok,ya,mini,size,moenggak,anak,suka,cocok,bisa,langenggakn,kalo,cocok",3,positive
236,A***a,,Semoga bermanfaat,"moga,manfaat",1,positive
237,BunNana,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,batuk alergi anakÂ² saya cocok dgn ini. Biidznillah.. ini pembelian kedua.,"batuk,alergi,anak,cocok,dengan,biidznillah,beli",1,positive
238,v***i,PAKET HEALTHY KIDS 200K By Rahsa Nusantara,Barang sesuai deskripsi Packing rapi Pengiriman cepat Thanks seller,"barang,sesuai,deskripsi,packing,rapi,kirim,cepat,thanks,seller",4,positive
239,v***i,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,Barang sesuai deskripsi Packing rapi Pengiriman cepat Thanks seller,"barang,sesuai,deskripsi,packing,rapi,kirim,cepat,thanks,seller",4,positive
240,Nopan,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,anakku doyan,"anak,doyan",0,neutral
241,a***a,,sudah dicoba diminum habis makan sahur  bikin seger ngga ngantuk  tp ttp kalem ngga berdebar. ke badan juga efeknya jd lebih enak. terimakasih produknya keren,"coba,minum,habis,makan,sahur,bikin,segar,eenggakk,ngantuk,tapi,ttapi,kalem,eenggakk,debar,badan,efek,jadi,enak,terimakasih,produk,keren",1,positive
242,Bobby,,packing nya super aman  terima kasih.,"packing,super,aman,terima,kasih",3,positive
243,Emilia,,baru belanja lagi buat stok dan ternyata sekarang udah ga pake bubble wrap. lebih ramah lingkungan ya. trus labelnya juga ganti jadi warna ungu. dikasih bonus sada jiwa d...,"belanja,stok,nyata,enggak,pakai,bubble,wrap,ramah,lingkung,terus,label,enggaknti,warna,ungu,kasih,bonus,sadia,jiwa,di",3,positive
244,khaimana,Bundling 2 Sukhaloka by Rahsa Nusantara,Seller gercep  dpt bonus. Terima ksh,"seller,gercep,dapat,bonus,terima,kasih",3,positive
245,Mira,,Terima Kasih paket jamu nya sudah sampai terbungkus rapih dan aman terkendali. Bubble wrapnya juga unik   ide menarik bisa dipakai ulang dan ramah lingkungan karena dari...,"terima,kasih,paket,jamu,bungkus,rapi,aman,kendali,bubble,wrapnya,unik,ide,tarik,pakai,ulang,ramah,lingkung",5,positive
246,N***a,Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat,alhamdulillah nyampe langsung coba dan anaku bilang dia suka.. seger katanya,"sampai,langsung,coba,ana,bilang,suka,segar",1,positive
247,Rudy,,ok,ok,1,positive
248,meirina,,Packing aman rapi,"packing,aman,rapi",2,positive
249,Sasti,,Repurchase ketiga kalinya,repurchase,0,neutral
250,Kartika,,Ini yang kedua kali beli. Alhamdulillah cocok untuk sakit magh saya,"beli,cocok,sakit,magh",1,positive
251,R***a,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,ok.,ok,1,positive
252,Supriyatno,,Praktis  mantab dan lezaaÃ tttttt,"praktis,mantab,lezaatttttt",1,positive
253,Supriyatno,,Makin mantab minum ini,"mantab,minum",0,neutral
254,M***a,,ngaruh banget,ngaruh,0,neutral
255,M***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,ngaruh banget,ngaruh,0,neutral
256,arifina,Mini Size Sapujagad Anak by Rahsa Nusantara,baru coba  anak alhamdulillah mau. semoga bisa bantu jaga kesehatan anak sy,"coba,anak,moga,bantu,jaga,sehat,anak,saya",2,positive
257,Rizki,,Terbaik ðŸ¥°,,0,neutral
258,Januar,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,blm dicoba  tp semoga bagus khasiatnya.. btw  admin'nya fast respon  begitu pesan langsung dikirim ga pake babibuðŸ˜,"belum,coba,tapi,moenggak,bagus,khasiat,btw,admin,fast,respon,pesan,langsung,kirim,enggak,pakai,babibu",1,positive
259,F***h,PAKET HEALTHY KIDS 200K By Rahsa Nusantara,paket sampai dgn amaan! tysm,"paket,dengan,sama,tysm",0,neutral
260,bobby,,Pembelian yang kedua.. badan terasa enakan.. tidur lebih nyenyak.. kata istri  ngorok berkurang.. patut di coba bagi yang belum nyobain..,"beli,badan,asa,enak,tidur,nyenyak,istri,ngorok,patut,coba,mencoba",2,positive
261,Muhammad,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,pengiriman cepat  dpt gratis ramuan lain  mantap!,"kirim,cepat,dapat,gratis,ramu,mantap",3,positive
262,Mona,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,sdh konsumsi selama 6 hari berturut2  kok batpil si kecil blm ada progres jg ya,"sudah,konsumsi,berturut2,batpil,belum,progres,juga",-1,negative
263,N***i,[Bebas Pilih Bundling] Sapujagad Dewasa by Rahsa Nusantara - Herbal,Semoga cocok  direkomendasi teman untuk menjaga imun tubuh.. rasanya sesuai ingredients tertulis  masih bisa diterima untuk diminum :) diminum pagi2 best! Packingan supe...,"moga,cocok,rekomendasi,teman,jaga,imun,tubuh,sesuai,ingredients,tulis,terima,minum,minum,pagi2,best,packingan,supe",6,positive
264,Risa,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,sehari sampai packing aman  sendoknya bagus tebel. semoga berkhasiat utk anak2 yg sedang batuk,"packing,aman,sendok,bagus,tebal,moga,khasiat,untuk,anak-anak,batuk",1,positive
265,L***y,,Dua2nya enak banget! Mesti rajin minum tiap hari â˜ºï¸ thank you bonusnya!,"dua-duanya,enak,rajin,minum,thank,you,bonus",3,positive
266,A***a,,Uda Kesekian kalinya beli prayaguna dan sapujagad jg produk yg lain dr rahsa. Dan terima kasih hr ini di kasih free produk,"sudah,beli,prayaguna,sapujagad,juga,produk,dari,rahsa,terima,kasih,hari,kasih,free,produk",3,positive
267,Edward,,mantap...,mantap,1,positive
268,A***a,,Favorit keluarga!!!,"favorit,keluarga",1,positive
269,Ainun,"[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek""",benar2 membuat dahak anak saya keluar jd anak saya bs lega batuk lumayan berkurang,"benar-benar,dahak,anak,jadi,anak,bisa,lega,batuk,lumayan",0,neutral
270,R***a,"[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek""",oke,,0,neutral
271,Victor,,Teksturnya pas ga terlalu kental rasa balance.,"tekstur,enggak,kental,balance",0,neutral
272,S***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Udah sampe cepet banget 1 hr sampe begitu diminum enak banget tenggorokan jd ga sakit lg.,"sampai,cepat,hari,sampai,minum,enak,tenggorok,jadi,enggak,sakit,lagi",2,positive
